dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
vormen,"to form, mold",B1,verb,Society and public life,Wij zullen een liberale regering vormen die rekening zal houden met de belangen van het volk.,We shall form a liberal government that takes into account the interests of the people.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vormen#Dutch. Example: vvv123 (Dutch, https://tatoeba.org/en/sentences/show/3526587) and Nylez (English, https://tatoeba.org/en/sentences/show/8969287); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gevormd,,,,false
zaak,"court case, law suit",B1,noun,Society and public life,De wet is niet van toepassing op deze zaak.,The law doesn't apply to this case.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/zaak#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/5808005) and CK (English, https://tatoeba.org/en/sentences/show/44000); CC BY 2.0 FR.",B1;production,de,zaken,zaakje,,,,,,,,false
ongewoon,unusual,B1,adjective,Travel and services,Tegenwoordig is het niet ongewoon dat een vrouw alleen reist.,Nowadays it is not unusual for a woman to travel alone.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ongewoon#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/950807) and CK (English, https://tatoeba.org/en/sentences/show/243769); CC BY 2.0 FR.",B1;production,,,,,,,,ongewone,ongewoner,ongewoonst,false
tegenwoordig,"nowadays, presently",B1,adverb,Travel and services,Tegenwoordig is het niet vreemd dat een vrouw alleen reist.,Nowadays it is not unusual for a woman to travel alone.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/tegenwoordig#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8226974) and CK (English, https://tatoeba.org/en/sentences/show/243769); CC BY 2.0 FR.",B1;production,,,,,,,,,,,false
voertuig,vehicle,B1,noun,Travel and services,Layla stapte uit het voertuig.,Layla stepped out of the vehicle.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/voertuig#Dutch. Example: RobinvanderVliet (Dutch, https://tatoeba.org/en/sentences/show/10675677) and OsoHombre (English, https://tatoeba.org/en/sentences/show/6084290); CC BY 2.0 FR.",B1;production,het,voertuigen,voertuigje,,,,,,,,false
afrit,motorway exit,B1,noun,"Travel, housing and services",Neem bij de volgende afrit de richting centrum.,"At the next exit, follow the signs for the centre.",,B1;production,de,afritten,afritje,,,,,,,,false
autoverhuur,car rental,B1,noun,"Travel, housing and services",De autoverhuur bevindt zich naast de aankomsthal.,The car rental office is next to the arrivals hall.,,B1;production,de,autoverhuren,,,,,,,,,false
bagageruimte,luggage compartment,B1,noun,"Travel, housing and services",De koffers passen net in de bagageruimte.,The suitcases just fit in the luggage compartment.,,B1;production,de,bagageruimtes / bagageruimten,,,,,,,,,false
bezoeker,visitor,B1,noun,"Travel, housing and services",Elke bezoeker krijgt bij de ingang een plattegrond.,Every visitor receives a map at the entrance.,,B1;production,de,bezoekers,bezoekertje,,,,,,,,false
binnenland,interior; domestic territory,B1,noun,"Travel, housing and services",In het binnenland is het vaak warmer dan aan de kust.,"Inland, it is often warmer than on the coast.",,B1;production,het,binnenlanden,,,,,,,,,false
brugwachter,bridge operator,B1,noun,"Travel, housing and services",De brugwachter liet de boten eerst passeren.,The bridge operator let the boats pass first.,,B1;production,de,brugwachters,,,,,,,,,false
buitenland,abroad; foreign countries,B1,noun,"Travel, housing and services",Zij heeft een paar jaar in het buitenland gewoond.,She lived abroad for a few years.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
buurthuis,community centre,B1,noun,"Travel, housing and services",In het buurthuis kun je gratis Nederlands oefenen.,You can practise Dutch for free at the community centre.,,B1;production,het,buurthuizen,buurthuisje,,,,,,,,false
campingplaats,campsite pitch,B1,noun,"Travel, housing and services",Onze campingplaats ligt vlak bij het water.,Our campsite pitch is right by the water.,,B1;production,de,campingplaatsen,,,,,,,,,false
dagtocht,day trip,B1,noun,"Travel, housing and services",We maken zondag een dagtocht naar Leiden.,We are taking a day trip to Leiden on Sunday.,,B1;production,de,dagtochten,,,,,,,,,false
eindpunt,terminus; endpoint,B1,noun,"Travel, housing and services",Bij het eindpunt moet iedereen uitstappen.,Everyone has to get off at the terminus.,,B1;production,het,eindpunten,,,,,,,,,false
erf,yard; grounds around a house,B1,noun,"Travel, housing and services",Achter de boerderij ligt een ruim erf.,There is a spacious yard behind the farmhouse.,,B1;production,het,erven,erfje,,,,,,,,false
excursie,excursion,B1,noun,"Travel, housing and services",Tijdens de excursie bezochten we een windmolen.,"During the excursion, we visited a windmill.",,B1;production,de,excursies,excursietje,,,,,,,,false
gevel,façade; front wall,B1,noun,"Travel, housing and services",De gevel van het huis wordt opnieuw geschilderd.,The front of the house is being repainted.,,B1;production,de,gevels,geveltje,,,,,,,,false
grensovergang,border crossing,B1,noun,"Travel, housing and services",Bij deze grensovergang is het meestal rustig.,This border crossing is usually quiet.,,B1;production,de,grensovergangen,,,,,,,,,false
hoofdstad,capital city,B1,noun,"Travel, housing and services",Amsterdam is de hoofdstad van Nederland.,Amsterdam is the capital of the Netherlands.,,B1;production,de,hoofdsteden,hoofdstadje,,,,,,,,false
hoogseizoen,high season,B1,noun,"Travel, housing and services",In het hoogseizoen moet je ruim op tijd boeken.,"In the high season, you need to book well in advance.",,B1;production,het,hoogseizoenen,,,,,,,,,false
huishouden,household,B1,noun,"Travel, housing and services",Ons huishouden bestaat uit drie personen.,There are three people in our household.,,B1;production,het,huishoudens,huishoudentje,,,,,,,,false
huishouding,housekeeping; household management,B1,noun,"Travel, housing and services",We verdelen de taken in de huishouding eerlijk.,We divide the household chores fairly.,,B1;production,de,huishoudingen,,,,,,,,,false
huurverhoging,rent increase,B1,noun,"Travel, housing and services",De huurverhoging gaat volgende maand in.,The rent increase takes effect next month.,,B1;production,de,huurverhogingen,,,,,,,,,false
huurwoning,rented home,B1,noun,"Travel, housing and services",Het is lastig om hier een betaalbare huurwoning te vinden.,It is difficult to find an affordable rented home here.,,B1;production,de,huurwoningen,huurwoninkje,,,,,,,,false
inboedel,household contents,B1,noun,"Travel, housing and services",Onze inboedel is tijdens de verhuizing verzekerd.,Our household contents are insured during the move.,,B1;production,de,inboedels,inboedeltje,,,,,,,,false
inbraak,burglary,B1,noun,"Travel, housing and services",Na de inbraak lieten de bewoners betere sloten plaatsen.,"After the burglary, the residents had better locks fitted.",,B1;production,de,inbraken,inbraakje,,,,,,,,false
incheckbalie,check-in desk,B1,noun,"Travel, housing and services",Bij de incheckbalie staat een lange rij.,There is a long queue at the check-in desk.,,B1;production,de,incheckbalies,,,,,,,,,false
isolatie,insulation,B1,noun,"Travel, housing and services",Goede isolatie houdt het huis in de winter warm.,Good insulation keeps the house warm in winter.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
knooppunt,junction; hub,B1,noun,"Travel, housing and services",Dit station is een belangrijk knooppunt voor reizigers.,This station is an important hub for travellers.,,B1;production,het,knooppunten,knooppuntje,,,,,,,,false
koopwoning,owner-occupied home; home for purchase,B1,noun,"Travel, housing and services",We twijfelen tussen een huurwoning en een koopwoning.,We are deciding between renting a home and buying one.,,B1;production,de,koopwoningen,koopwoninkje,,,,,,,,false
landschap,landscape,B1,noun,"Travel, housing and services",Vanuit de trein zie je een typisch Nederlands landschap.,"From the train, you can see a typical Dutch landscape.",,B1;production,het,landschappen,landschapje,,,,,,,,false
lekkage,leak,B1,noun,"Travel, housing and services",Door de lekkage is het plafond nat geworden.,The ceiling has become wet because of the leak.,,B1;production,de,lekkages,lekkagetje,,,,,,,,false
leverancier,supplier,B1,noun,"Travel, housing and services",De leverancier komt morgen de nieuwe wasmachine brengen.,The supplier is delivering the new washing machine tomorrow.,,B1;production,de,leveranciers,leveranciertje,,,,,,,,false
levering,delivery,B1,noun,"Travel, housing and services",De levering is wegens de storm uitgesteld.,The delivery has been postponed because of the storm.,,B1;production,de,leveringen,leveringetje,,,,,,,,false
logeeradres,place to stay,B1,noun,"Travel, housing and services",Heb je al een logeeradres voor het weekend?,Have you found somewhere to stay for the weekend?,,B1;production,het,logeeradressen,,,,,,,,,false
makelaar,estate agent,B1,noun,"Travel, housing and services",De makelaar liet ons drie woningen zien.,The estate agent showed us three homes.,,B1;production,de,makelaars,makelaartje,,,,,,,,false
meterkast,utility cupboard; meter cupboard,B1,noun,"Travel, housing and services",De schakelaar zit in de meterkast bij de voordeur.,The switch is in the meter cupboard by the front door.,,B1;production,de,meterkasten,,,,,,,,,false
omgeving,surroundings; area,B1,noun,"Travel, housing and services",In de omgeving kun je mooie wandelingen maken.,You can take lovely walks in the surrounding area.,,B1;production,de,omgevingen,omgevinkje,,,,,,,,false
omleiding,diversion; detour,B1,noun,"Travel, housing and services",Vanwege wegwerkzaamheden volgen we een omleiding.,We are following a diversion because of roadworks.,,B1;production,de,omleidingen,omleidinkje,,,,,,,,false
onderkomen,accommodation; shelter,B1,noun,"Travel, housing and services",We zoeken een eenvoudig onderkomen voor één nacht.,We are looking for simple accommodation for one night.,,B1;production,het,onderkomens,onderkomentje,,,,,,,,false
oponthoud,delay,B1,noun,"Travel, housing and services",Door oponthoud onderweg kwamen we later aan.,We arrived later because of a delay on the way.,,B1;production,het,oponthouden,oponthoudje,,,,,,,,false
overlast,nuisance; disturbance,B1,noun,"Travel, housing and services",De verbouwing veroorzaakt tijdelijk geluidsoverlast.,The renovation is temporarily causing noise disturbance.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
oversteekplaats,crossing,B1,noun,"Travel, housing and services",Gebruik de oversteekplaats bij de verkeerslichten.,Use the crossing by the traffic lights.,,B1;production,de,oversteekplaatsen,,,,,,,,,false
parkeervergunning,parking permit,B1,noun,"Travel, housing and services",Bewoners kunnen een parkeervergunning aanvragen.,Residents can apply for a parking permit.,,B1;production,de,parkeervergunningen,,,,,,,,,false
pech,bad luck; breakdown,B1,noun,"Travel, housing and services",We stonden met pech langs de snelweg.,We were stranded by the motorway after a breakdown.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
pechhulp,breakdown assistance,B1,noun,"Travel, housing and services",De pechhulp was binnen een halfuur ter plaatse.,The breakdown service arrived within half an hour.,,B1;production,de,pechhulpen,,,,,,,,,false
reisadvies,travel advice,B1,noun,"Travel, housing and services",Controleer voor vertrek het actuele reisadvies.,Check the current travel advice before departure.,,B1;production,het,reisadviezen,,,,,,,,,false
reisgenoot,travelling companion,B1,noun,"Travel, housing and services",Mijn reisgenoot had de tickets al geboekt.,My travelling companion had already booked the tickets.,,B1;production,de,reisgenoten,reisgenootje,,,,,,,,false
reisleider,tour leader,B1,noun,"Travel, housing and services",De reisleider verzamelde de groep bij de ingang.,The tour leader gathered the group at the entrance.,,B1;production,de,reisleiders,,,,,,,,,false
reisverslag,travel account,B1,noun,"Travel, housing and services",In haar reisverslag beschreef ze de ontmoetingen onderweg.,"In her travel account, she described the people she met along the way.",,B1;production,het,reisverslagen,reisverslagje,,,,,,,,false
reisverzekering,travel insurance,B1,noun,"Travel, housing and services",Met een reisverzekering ben je beter voorbereid op onverwachte kosten.,Travel insurance helps you prepare for unexpected expenses.,,B1;production,de,reisverzekeringen,reisverzekeringetje,,,,,,,,false
rijbaan,carriageway; traffic lane area,B1,noun,"Travel, housing and services",Een omgevallen boom blokkeerde de rijbaan.,A fallen tree blocked the carriageway.,,B1;production,de,rijbanen,rijbaantje,,,,,,,,false
rustplaats,rest area,B1,noun,"Travel, housing and services",Bij de volgende rustplaats drinken we koffie.,We will have coffee at the next rest area.,,B1;production,de,rustplaatsen,,,,,,,,,false
schade,damage,B1,noun,"Travel, housing and services",De storm heeft schade aan het dak veroorzaakt.,The storm caused damage to the roof.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
schilderwerk,painting work,B1,noun,"Travel, housing and services",Het schilderwerk aan de buitenkant is bijna klaar.,The exterior painting is almost finished.,,B1;production,het,schilderwerken,schilderwerkje,,,,,,,,false
schoonmaakmiddel,cleaning product,B1,noun,"Travel, housing and services",Gebruik geen sterk schoonmaakmiddel op dit hout.,Do not use a harsh cleaning product on this wood.,,B1;production,het,schoonmaakmiddelen,,,,,,,,,false
snelheidslimiet,speed limit,B1,noun,"Travel, housing and services",Op dit traject geldt een lagere snelheidslimiet.,A lower speed limit applies on this stretch of road.,,B1;production,de,snelheidslimieten,,,,,,,,,false
spoorweg,railway,B1,noun,"Travel, housing and services",De oude spoorweg loopt dwars door het dorp.,The old railway runs right through the village.,,B1;production,de,spoorwegen,spoorweggetje,,,,,,,,false
stadscentrum,city centre,B1,noun,"Travel, housing and services",Ons hotel ligt op loopafstand van het stadscentrum.,Our hotel is within walking distance of the city centre.,,B1;production,het,stadscentra,stadscentrumpje,,,,,,,,false
