dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
verleiding,temptation,B2,noun,"People, objects and abstract concepts",Ik kan de verleiding van een vers gebakken chocoladekoekje niet weerstaan.,I can't resist the temptation of a freshly baked chocolate chip cookie.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verleiding#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11509432) and megamanenm (English, https://tatoeba.org/en/sentences/show/11509431); CC BY 2.0 FR.",B2;production,de,verleidingen,verleidinkje,,,,,,,,false
verliezer,loser,B2,noun,"People, objects and abstract concepts","Ze is een slechte verliezer, vind je niet?","She's a sore loser, isn't she?","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verliezer#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12300869) and CH (English, https://tatoeba.org/en/sentences/show/8527405); CC BY 2.0 FR.",B2;production,de,verliezers,verliezertje,,,,,,,,false
verloofde,"betrothed, a fiancée or fiancé",B2,noun,"People, objects and abstract concepts",Haar verloofde gaf haar een heel grote ring.,Her fiancé gave her a very big ring.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verloofde#Dutch. Example: Vulgaris (Dutch, https://tatoeba.org/en/sentences/show/847540) and lukaszpp (English, https://tatoeba.org/en/sentences/show/435086); CC BY 2.0 FR.",B2;production,de,verloofden,,,,,,,,,false
vermaak,"entertainment, amusement",B2,noun,"People, objects and abstract concepts",Ben je voor het vermaak gebleven?,Did you stay for the entertainment?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vermaak#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/9067862) and CM (English, https://tatoeba.org/en/sentences/show/7131548); CC BY 2.0 FR.",B2;production,het,vermaken,vermaakje,,,,,,,,false
vernieuwing,innovation,B2,noun,"People, objects and abstract concepts","De vernieuwing die het restaurant brengt, is dat het restaurantbezoek het doel op zich is, en dat de bezoeker kiest uit meerdere mogelijke gerechten.","The innovation that the restaurant brings, is that the restaurant visit is a goal in itself, and that the visitor chooses out of a greater variety of possible dishes.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vernieuwing#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,vernieuwingen,vernieuwinkje,,,,,,,,false
verraad,"betrayal, treason",B2,noun,"People, objects and abstract concepts",Ze kon niet geloven dat haar beste vriend zulk een verraad kon plegen.,She couldn't believe that her best friend could commit such betrayal.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verraad#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,het,,,,,,,,,,false
verschijning,"appearance, act of appearing",B2,noun,"People, objects and abstract concepts",Niemand heeft de verschijning van de beer opgemerkt.,No one noticed the bear's appearance.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verschijning#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10749157) and Duck (English, https://tatoeba.org/en/sentences/show/18085); CC BY 2.0 FR.",B2;production,de,verschijningen,verschijninkje,,,,,,,,false
verschijnsel,phenomenon,B2,noun,"People, objects and abstract concepts",Dit verschijnsel is erg makkelijk te verklaren.,This phenomenon is very easy to explain.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verschijnsel#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/11041519) and al_ex_an_der (English, https://tatoeba.org/en/sentences/show/1847635); CC BY 2.0 FR.",B2;production,het,verschijnselen / verschijnsels,verschijnseltje,,,,,,,,false
verslaggever,reporter,B2,noun,"People, objects and abstract concepts",De verslaggever stond klaar met zijn microfoon om live verslag te doen van het evenement.,The reporter was ready with his microphone to do live coverage of the event.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verslaggever#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,verslaggevers,verslaggevertje,,,,,,,,false
versnelling,gear,B2,noun,"People, objects and abstract concepts",Zij fietst altijd in de zwaarste versnelling.,She always cycles in the highest gear.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/versnelling#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/13842986) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13842987); CC BY 2.0 FR.",B2;production,de,versnellingen,versnellinkje,,,,,,,,false
verspilling,"waste, squandering",B2,noun,"People, objects and abstract concepts",Vandaag was gewoon een verspilling van tijd en geld.,This day was just a waste of time and money.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verspilling#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12315939) and Zifre (English, https://tatoeba.org/en/sentences/show/2029); CC BY 2.0 FR.",B2;production,de,verspillingen,verspillinkje,,,,,,,,false
versterking,"reinforcement, backup",B2,noun,"People, objects and abstract concepts",Laat ons versterking vragen.,Let's call for backup.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/versterking#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/5859951) and CM (English, https://tatoeba.org/en/sentences/show/1129706); CC BY 2.0 FR.",B2;production,de,versterkingen,versterkinkje,,,,,,,,false
vertaler,translator,B2,noun,"People, objects and abstract concepts",De vertaler heeft een onvergeeflijke fout gemaakt.,The translator made an unforgivable mistake.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vertaler#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/11739886) and carlosalberto (English, https://tatoeba.org/en/sentences/show/11739732); CC BY 2.0 FR.",B2;production,de,vertalers,vertalertje,,,,,,,,false
verte,distance,B2,noun,"People, objects and abstract concepts",In de verte was zoiets als een hut te zien.,Something like a hut could be seen in the distance.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verte#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/12304266) and carlosalberto (English, https://tatoeba.org/en/sentences/show/12304259); CC BY 2.0 FR.",B2;production,de,verten / vertes,,,,,,,,,false
vervanging,as a substitute for,B2,noun,"People, objects and abstract concepts",Het is een woord waarvoor ik graag een vervanging zou vinden.,It's a word I'd like to find a substitute for.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vervanging#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/380094) and human600 (English, https://tatoeba.org/en/sentences/show/1350); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
vervolging,persecution,B2,noun,"People, objects and abstract concepts",De geschiedenis kent vele voorbeelden van religieuze vervolging.,History has many examples of religious persecution.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vervolging#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,vervolgingen,vervolginkje,,,,,,,,false
verwijdering,removal,B2,noun,"People, objects and abstract concepts",De operatieve verwijdering van een eierstok of eierstokken wordt een ovariëctomie genoemd.,The surgical removal of an ovary or ovaries is called an oophorectomy.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/verwijdering#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7594656) and Vanilla (English, https://tatoeba.org/en/sentences/show/3152398); CC BY 2.0 FR.",B2;production,de,verwijderingen,,,,,,,,,false
vicepresident,vice president,B2,noun,"People, objects and abstract concepts",Joe Biden is de vicepresident van de Verenigde Staten.,Joe Biden is the vice-president of the United States.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vicepresident#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/4552764) and Hybrid (English, https://tatoeba.org/en/sentences/show/4552743); CC BY 2.0 FR.",B2;production,de,vicepresidenten,,,,,,,,,false
vijand,enemy,B2,noun,"People, objects and abstract concepts",De gevaarlijkste vijand is de vijand die je niet ziet.,The most dangerous enemy is the enemy you do not see.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vijand#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/12428009) and adamtrousers (English, https://tatoeba.org/en/sentences/show/12427624); CC BY 2.0 FR.",B2;production,de,vijanden,vijandje,,,,,,,,false
vijver,pond,B2,noun,"People, objects and abstract concepts","Het meisje dat in de vijver zwemt, is mijn nicht.",The girl swimming in the pond is my cousin.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vijver#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/721701) and Tom9358 (English, https://tatoeba.org/en/sentences/show/12878662); CC BY 2.0 FR.",B2;production,de,vijvers,vijvertje,,,,,,,,false
villa,"mansion expensive, sumptuous house)",B2,noun,"People, objects and abstract concepts",Sami begon visioenen te krijgen van hoe de villa er vroeger uitzag.,Sami started having visions of how the mansion used to look.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/villa#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12350656) and OsoHombre (English, https://tatoeba.org/en/sentences/show/7146301); CC BY 2.0 FR.",B2;production,de,villa's,villaatje,,,,,,,,false
viool,"violin, fiddle",B2,noun,"People, objects and abstract concepts","De viool, de piano en de harp zijn muziekinstrumenten.","The violin, the piano, and the harp are musical instruments.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/viool#Dutch. Example: tatoebashrek (Dutch, https://tatoeba.org/en/sentences/show/10050476) and AlanF_US (English, https://tatoeba.org/en/sentences/show/4466442); CC BY 2.0 FR.",B2;production,de,violen,viooltje,,,,,,,,false
visser,"fisher, a fisherman or, less commonly, a fisherwoman",B2,noun,"People, objects and abstract concepts",De visser ving een parelkwal in zijn net.,The fisherman caught a purple jellyfish in his net.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/visser#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/9211778) and Solana (English, https://tatoeba.org/en/sentences/show/8742990); CC BY 2.0 FR.",B2;production,de,vissers,vissertje,,,,,,,,false
visum,visa,B2,noun,"People, objects and abstract concepts",Je hebt een geschreven uitnodiging nodig om een visum te krijgen.,You need a letter of invitation to get a visa.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/visum#Dutch. Example: slavneui (Dutch, https://tatoeba.org/en/sentences/show/656933) and rul (English, https://tatoeba.org/en/sentences/show/12798348); CC BY 2.0 FR.",B2;production,het,visa / visums,visumpje,,,,,,,,false
vitamine,vitamin,B2,noun,"People, objects and abstract concepts",Mandarijnen bevatten veel vitamine C.,Mandarin oranges have a lot of vitamin C.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vitamine#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7585980) and CK (English, https://tatoeba.org/en/sentences/show/2860606); CC BY 2.0 FR.",B2;production,de,vitaminen / vitamines,vitamientje,,,,,,,,false
vlag,flag,B2,noun,"People, objects and abstract concepts","De Algerijnse vlag heeft drie kleuren: groen, wit en rood.","Algeria's flag has three colors: green, white and red.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlag#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7803917) and MisterBrown (English, https://tatoeba.org/en/sentences/show/7551015); CC BY 2.0 FR.",B2;production,de,vlaggen,vlaggetje,,,,,,,,false
vlam,flame,B2,noun,"People, objects and abstract concepts",Charmander is een Pokémon met een vlam aan zijn staart.,Charmander is a Pokémon with a flame on its tail.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlam#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/13790836) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13790838); CC BY 2.0 FR.",B2;production,de,vlammen,vlammetje,,,,,,,,false
vlek,"spot, stain, speck",B2,noun,"People, objects and abstract concepts",De vlek op de labjas is te wijten aan zilvernitraat.,The stain on the lab coat is due to silver nitrate.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlek#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7323286) and mervert1 (English, https://tatoeba.org/en/sentences/show/4453759); CC BY 2.0 FR.",B2;production,de,vlekken,vlekje,,,,,,,,false
vleugel,wing to fly with,B2,noun,"People, objects and abstract concepts",Ik wou liefst aan een vleugel zitten.,I'd like a seat over a wing.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vleugel#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/4160454) and meerkat (English, https://tatoeba.org/en/sentences/show/2630383); CC BY 2.0 FR.",B2;production,de,vleugelen / vleugels,vleugeltje,,,,,,,,false
vlieg,fly,B2,noun,"People, objects and abstract concepts","""Leid me niet in bekoring!"" zei de kikker tot de vlieg.","""Lead me not into temptation,"" said the frog to the fly.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlieg#Dutch. Example: GrizaLeono (Dutch, https://tatoeba.org/en/sentences/show/892943) and raggione (English, https://tatoeba.org/en/sentences/show/4121920); CC BY 2.0 FR.",B2;production,de,vliegen,vliegje,,,,,,,,false
vlieger,kite,B2,noun,"People, objects and abstract concepts",Een vlieger oplaten kan gevaarlijk zijn.,Flying a kite can be dangerous.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlieger#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/688884) and CK (English, https://tatoeba.org/en/sentences/show/40912); CC BY 2.0 FR.",B2;production,de,vliegers,vliegertje,,,,,,,,false
vlinder,"butterfly, or generally any insect belonging to the order Lepidoptera",B2,noun,"People, objects and abstract concepts",De vlinder is een insect.,The butterfly is an insect.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vlinder#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/11132478) and carlosalberto (English, https://tatoeba.org/en/sentences/show/11131629); CC BY 2.0 FR.",B2;production,de,vlinders,vlindertje,,,,,,,,false
vloeistof,"liquid, as opposed to solid - and gaseous matter",B2,noun,"People, objects and abstract concepts",Ik bestudeer de eigenschappen van deze vloeistof.,I am studying the properties of this liquid.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/vloeistof#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/12137134) and carlosalberto (English, https://tatoeba.org/en/sentences/show/12137110); CC BY 2.0 FR.",B2;production,de,vloeistoffen,vloeistofje,,,,,,,,false
